date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:34:22	47723/47723	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Apr%202021%2019:32:15%20GMT	http://citylinegroup.com.tr/ru	/home/maks/Desktop/websites/citylinegroup/citylinegroup.com.tr/ru.html	(from )
22:34:23	7287/7287	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Apr%202021%2019:32:16%20GMT	http://citylinegroup.com.tr/robots.txt		(from )
22:34:24	1150/1150	---M--	200	added ('OK')	image/x-icon	etag:%2247e-5b2c05dfbbeef%22	http://citylinegroup.com.tr/sayfa/files/images/favicon.ico	/home/maks/Desktop/websites/citylinegroup/citylinegroup.com.tr/sayfa/files/images/favicon.ico	(from http://citylinegroup.com.tr/ru)
22:34:25	19438/19438	---M--	200	added ('OK')	image/png	etag:%224bee-5999fa3528705%22	http://citylinegroup.com.tr/favicon.png	/home/maks/Desktop/websites/citylinegroup/citylinegroup.com.tr/favicon.png	(from http://citylinegroup.com.tr/ru)
22:34:32	121197/121197	---M--	200	added ('OK')	text/css	etag:%221d96d-5b2c05e10314f%22	http://citylinegroup.com.tr/sayfa/files/css/bootstrap.min.css	/home/maks/Desktop/websites/citylinegroup/citylinegroup.com.tr/sayfa/files/css/bootstrap.min.css	(from http://citylinegroup.com.tr/ru)
22:34:33	33113/33113	---M--	200	added ('OK')	text/css	etag:%228159-5b2c05e3633c7%22	http://citylinegroup.com.tr/sayfa/files/css/fontawesome/css/font-awesome.min.css	/home/maks/Desktop/websites/citylinegroup/citylinegroup.com.tr/sayfa/files/css/fontawesome/css/font-awesome.min.css	(from http://citylinegroup.com.tr/ru)
22:34:35	4141/4141	---M--	200	added ('OK')	text/css	etag:%22102d-5a53dcd2df426%22	http://citylinegroup.com.tr/sayfa/files/css/owl.carousel.min.css	/home/maks/Desktop/websites/citylinegroup/citylinegroup.com.tr/sayfa/files/css/owl.carousel.min.css	(from http://citylinegroup.com.tr/ru)
22:34:35	5228/5228	---M--	200	added ('OK')	text/css	etag:%22146c-5b2c05e35b6c7%22	http://citylinegroup.com.tr/sayfa/files/css/magnific-popup.min.css	/home/maks/Desktop/websites/citylinegroup/citylinegroup.com.tr/sayfa/files/css/magnific-popup.min.css	(from http://citylinegroup.com.tr/ru)
22:34:36	3592/3592	---M--	200	added ('OK')	text/css	etag:%22e08-5b2c05e37491f%22	http://citylinegroup.com.tr/sayfa/files/css/loader.min.css	/home/maks/Desktop/websites/citylinegroup/citylinegroup.com.tr/sayfa/files/css/loader.min.css	(from http://citylinegroup.com.tr/ru)
22:34:40	263768/263768	---M--	200	added ('OK')	text/css	etag:%2240658-5a70b527b69e7%22	http://citylinegroup.com.tr/sayfa/files/css/style.css	/home/maks/Desktop/websites/citylinegroup/citylinegroup.com.tr/sayfa/files/css/style.css	(from http://citylinegroup.com.tr/ru)
22:34:42	2996/2996	---M--	200	added ('OK')	text/css	etag:%22bb4-5b2c05e409fbf%22	http://citylinegroup.com.tr/sayfa/files/css/flaticon.min.css	/home/maks/Desktop/websites/citylinegroup/citylinegroup.com.tr/sayfa/files/css/flaticon.min.css	(from http://citylinegroup.com.tr/ru)
22:34:47	5037/5037	---M--	200	added ('OK')	text/css	etag:%2213ad-5b2c05e4e538f%22	http://citylinegroup.com.tr/sayfa/files/css/skin/skin-3.css	/home/maks/Desktop/websites/citylinegroup/citylinegroup.com.tr/sayfa/files/css/skin/skin-3.css	(from http://citylinegroup.com.tr/ru)
22:34:53	2546/2546	---M--	200	added ('OK')	text/css	etag:%229f2-5b2c05e51b2d7%22	http://citylinegroup.com.tr/sayfa/files/css/switcher.css	/home/maks/Desktop/websites/citylinegroup/citylinegroup.com.tr/sayfa/files/css/switcher.css	(from http://citylinegroup.com.tr/ru)
22:34:59	30072/30072	---M--	200	added ('OK')	text/css	etag:%227578-5b2c05e56fa67%22	http://citylinegroup.com.tr/sayfa/files/plugins/revolution/revolution/css/settings.css	/home/maks/Desktop/websites/citylinegroup/citylinegroup.com.tr/sayfa/files/plugins/revolution/revolution/css/settings.css	(from http://citylinegroup.com.tr/ru)
22:35:10	59576/59576	---M--	200	added ('OK')	text/css	etag:%22e8b8-5b2c05e7528f7%22	http://citylinegroup.com.tr/sayfa/files/plugins/revolution/revolution/css/navigation.css	/home/maks/Desktop/websites/citylinegroup/citylinegroup.com.tr/sayfa/files/plugins/revolution/revolution/css/navigation.css	(from http://citylinegroup.com.tr/ru)
22:35:16	2234/2234	---MC-	200	added ('OK')	text/css	date:Sun,%2018%20Apr%202021%2019:35:10%20GMT	https://fonts.googleapis.com/css?family=Poppins:300,300i,400,400i,500,500i,600,600i,700,800,800i,900	/home/maks/Desktop/websites/citylinegroup/fonts.googleapis.com/csscafc.css	(from http://citylinegroup.com.tr/ru)
22:35:22	1263/1263	---MC-	200	added ('OK')	text/css	date:Sun,%2018%20Apr%202021%2019:35:16%20GMT	https://fonts.googleapis.com/css?family=Martel:200,300,400,600,700,800,900	/home/maks/Desktop/websites/citylinegroup/fonts.googleapis.com/css5b2f.css	(from http://citylinegroup.com.tr/ru)
22:35:28	47729/47729	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Apr%202021%2019:33:15%20GMT	http://citylinegroup.com.tr/index.php?dil=4	/home/maks/Desktop/websites/citylinegroup/citylinegroup.com.tr/index90f7.html	(from http://citylinegroup.com.tr/ru)
22:35:34	49882/49882	---M--	200	added ('OK')	image/png	etag:%22c2da-5a65275680ded%22	http://citylinegroup.com.tr/sayfa/files/images/logo-dark.png	/home/maks/Desktop/websites/citylinegroup/citylinegroup.com.tr/sayfa/files/images/logo-dark.png	(from http://citylinegroup.com.tr/ru)
22:35:35	13269/13269	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Apr%202021%2019:33:27%20GMT	http://citylinegroup.com.tr/ru/hakkimizda.html	/home/maks/Desktop/websites/citylinegroup/citylinegroup.com.tr/ru/hakkimizda.html	(from http://citylinegroup.com.tr/ru)
22:35:35	12747/12747	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Apr%202021%2019:33:28%20GMT	http://citylinegroup.com.tr/ru/vizyon_misyon.html	/home/maks/Desktop/websites/citylinegroup/citylinegroup.com.tr/ru/vizyon_misyon.html	(from http://citylinegroup.com.tr/ru)
22:35:36	14236/14236	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Apr%202021%2019:33:29%20GMT	http://citylinegroup.com.tr/ru/kalite_politikamiz.html	/home/maks/Desktop/websites/citylinegroup/citylinegroup.com.tr/ru/kalite_politikamiz.html	(from http://citylinegroup.com.tr/ru)
22:35:37	13033/13033	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Apr%202021%2019:33:30%20GMT	http://citylinegroup.com.tr/ru/degerlerimiz.html	/home/maks/Desktop/websites/citylinegroup/citylinegroup.com.tr/ru/degerlerimiz.html	(from http://citylinegroup.com.tr/ru)
22:35:38	14005/14005	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Apr%202021%2019:33:31%20GMT	http://citylinegroup.com.tr/ru/insan_kaynaklari.html	/home/maks/Desktop/websites/citylinegroup/citylinegroup.com.tr/ru/insan_kaynaklari.html	(from http://citylinegroup.com.tr/ru)
22:35:39	23497/23497	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Apr%202021%2019:33:32%20GMT	http://citylinegroup.com.tr/ru/satisi_devam_eden_projeler.html	/home/maks/Desktop/websites/citylinegroup/citylinegroup.com.tr/ru/satisi_devam_eden_projeler.html	(from http://citylinegroup.com.tr/ru)
22:35:40	15146/15146	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Apr%202021%2019:33:33%20GMT	http://citylinegroup.com.tr/ru/tamamlanan_projeler.html	/home/maks/Desktop/websites/citylinegroup/citylinegroup.com.tr/ru/tamamlanan_projeler.html	(from http://citylinegroup.com.tr/ru)
22:35:41	11976/11976	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Apr%202021%2019:33:34%20GMT	http://citylinegroup.com.tr/ru/medya.html	/home/maks/Desktop/websites/citylinegroup/citylinegroup.com.tr/ru/medya.html	(from http://citylinegroup.com.tr/ru)
22:35:42	16496/16496	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Apr%202021%2019:33:35%20GMT	http://citylinegroup.com.tr/ru/iletisim.html	/home/maks/Desktop/websites/citylinegroup/citylinegroup.com.tr/ru/iletisim.html	(from http://citylinegroup.com.tr/ru)
22:35:43	44906/44906	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Apr%202021%2019:33:36%20GMT	http://citylinegroup.com.tr/tr	/home/maks/Desktop/websites/citylinegroup/citylinegroup.com.tr/tr.html	(from http://citylinegroup.com.tr/ru)
22:35:44	44753/44753	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Apr%202021%2019:33:37%20GMT	http://citylinegroup.com.tr/en	/home/maks/Desktop/websites/citylinegroup/citylinegroup.com.tr/en.html	(from http://citylinegroup.com.tr/ru)
22:35:45	0/0	---M--	302	error ('Found')	text/html	date:Sun,%2018%20Apr%202021%2019:33:38%20GMT	http://citylinegroup.com.tr/fark/resim.php?resim=181-006cb5bb32f0704b1cbe719283a57f42.jpeg&e=2000&b=1335&etiket=a&dil=&wm=	/home/maks/Desktop/websites/citylinegroup/citylinegroup.com.tr/fark/resimb314.php	(from http://citylinegroup.com.tr/ru)
22:35:48	0/0	---M--	302	error ('Found')	text/html	date:Sun,%2018%20Apr%202021%2019:33:40%20GMT	http://citylinegroup.com.tr/fark/resim.php?resim=181-0321e462f256f9c387fd41cda24b31f5.jpeg&e=2000&b=1335&etiket=a&dil=&wm=	/home/maks/Desktop/websites/citylinegroup/citylinegroup.com.tr/fark/resim.1f1e1a.delayed	(from http://citylinegroup.com.tr/ru)
22:35:52	0/0	---M--	302	error ('Found')	text/html	date:Sun,%2018%20Apr%202021%2019:33:43%20GMT	http://citylinegroup.com.tr/fark/resim.php?resim=181-51370c5c7ab5fc26bd2d669fc09c1da8.jpeg&e=2000&b=1333&etiket=a&dil=&wm=	/home/maks/Desktop/websites/citylinegroup/citylinegroup.com.tr/fark/resim.21e380.delayed	(from http://citylinegroup.com.tr/ru)
22:36:17	71017/71017	---M--	200	added ('OK')	image/jpeg	etag:%2211569-5a6be368ce20c%22	http://citylinegroup.com.tr/sayfa/resim/261-bf67438e5fb49b26bc89c87f54ff2f4c.jpeg	/home/maks/Desktop/websites/citylinegroup/citylinegroup.com.tr/sayfa/resim/261-bf67438e5fb49b26bc89c87f54ff2f4c.jpg	(from http://citylinegroup.com.tr/ru)
22:36:22	10826/10826	---M--	200	added ('OK')	image/jpeg	etag:%222a4a-5a6bda1123c55%22	http://citylinegroup.com.tr/sayfa/resim/261-250e45799613130f62b7de82155e0bba.jpeg	/home/maks/Desktop/websites/citylinegroup/citylinegroup.com.tr/sayfa/resim/261-250e45799613130f62b7de82155e0bba.jpg	(from http://citylinegroup.com.tr/ru)
22:36:26	13277/13277	---M--	200	added ('OK')	image/jpeg	etag:%2233dd-5a6bda111d6c5%22	http://citylinegroup.com.tr/sayfa/resim/261-ff57a3cc677db49f7da463853526c575.jpeg	/home/maks/Desktop/websites/citylinegroup/citylinegroup.com.tr/sayfa/resim/261-ff57a3cc677db49f7da463853526c575.jpg	(from http://citylinegroup.com.tr/ru)
22:36:36	20652/20652	---M--	200	added ('OK')	image/jpeg	etag:%2250ac-5a6bda110158d%22	http://citylinegroup.com.tr/sayfa/resim/261-6a866f5a3b7a28b820f63e726b7c3fd9.jpeg	/home/maks/Desktop/websites/citylinegroup/citylinegroup.com.tr/sayfa/resim/261-6a866f5a3b7a28b820f63e726b7c3fd9.jpg	(from http://citylinegroup.com.tr/ru)
22:36:46	13828/13828	---M--	200	added ('OK')	image/jpeg	etag:%223604-5a6bda85686b5%22	http://citylinegroup.com.tr/sayfa/resim/261-241a72efea6ce1c3a92d413212daae15.jpeg	/home/maks/Desktop/websites/citylinegroup/citylinegroup.com.tr/sayfa/resim/261-241a72efea6ce1c3a92d413212daae15.jpg	(from http://citylinegroup.com.tr/ru)
22:36:56	13579/13579	---M--	200	added ('OK')	image/jpeg	etag:%22350b-5a6bda1113a85%22	http://citylinegroup.com.tr/sayfa/resim/261-5ccc0926a666b9d680b947b8e5d22a95.jpeg	/home/maks/Desktop/websites/citylinegroup/citylinegroup.com.tr/sayfa/resim/261-5ccc0926a666b9d680b947b8e5d22a95.jpg	(from http://citylinegroup.com.tr/ru)
22:37:05	13794/13794	---M--	200	added ('OK')	image/jpeg	etag:%2235e2-5a6bda10ee0f5%22	http://citylinegroup.com.tr/sayfa/resim/261-dc0f1f612a4ea064139d8dda6791aff6.jpeg	/home/maks/Desktop/websites/citylinegroup/citylinegroup.com.tr/sayfa/resim/261-dc0f1f612a4ea064139d8dda6791aff6.jpg	(from http://citylinegroup.com.tr/ru)
22:37:14	9679/9679	---M--	200	added ('OK')	image/jpeg	etag:%2225cf-5a7207fcbd027%22	http://citylinegroup.com.tr/sayfa/resim/261-b54f6509b7e046994b1af6263c45c309.jpeg	/home/maks/Desktop/websites/citylinegroup/citylinegroup.com.tr/sayfa/resim/261-b54f6509b7e046994b1af6263c45c309.jpg	(from http://citylinegroup.com.tr/ru)
22:37:22	9530/9530	---M--	200	added ('OK')	image/jpeg	etag:%22253a-5a7b04b8c6fc1%22	http://citylinegroup.com.tr/sayfa/resim/261-9c9fad1ac38d5ebd1207a99bf6aed3c7.jpeg	/home/maks/Desktop/websites/citylinegroup/citylinegroup.com.tr/sayfa/resim/261-9c9fad1ac38d5ebd1207a99bf6aed3c7.jpg	(from http://citylinegroup.com.tr/ru)
22:37:29	29229/29229	---M--	200	added ('OK')	image/jpeg	etag:%22722d-5bc28ebe6f53e%22	http://citylinegroup.com.tr/sayfa/resim/261-18433ad1255d3e50b848bb97bc9fa5e1.jpeg	/home/maks/Desktop/websites/citylinegroup/citylinegroup.com.tr/sayfa/resim/261-18433ad1255d3e50b848bb97bc9fa5e1.jpg	(from http://citylinegroup.com.tr/ru)
22:37:37	7559/7559	---M--	200	added ('OK')	image/jpeg	etag:%221d87-5bc28ef23c11e%22	http://citylinegroup.com.tr/sayfa/resim/261-57225a46d010944c941c3b646874ac14.jpeg	/home/maks/Desktop/websites/citylinegroup/citylinegroup.com.tr/sayfa/resim/261-57225a46d010944c941c3b646874ac14.jpg	(from http://citylinegroup.com.tr/ru)
22:37:58	900329/900329	---M--	200	added ('OK')	image/jpeg	etag:%22dbce9-5bc39913ea110%22	http://citylinegroup.com.tr/sayfa/resim_cache/181-0321e462f256f9c387fd41cda24b31f5_farkbilisim.com_2000X1335--a--.jpeg	/home/maks/Desktop/websites/citylinegroup/citylinegroup.com.tr/sayfa/resim_cache/181-0321e462f256f9c387fd41cda24b31f5_farkbilisim.com_2000X1335--a--.jpg	(from http://citylinegroup.com.tr/ru)
22:37:59	23082/23082	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Apr%202021%2019:35:51%20GMT	http://citylinegroup.com.tr/ru/serenity_residence.html	/home/maks/Desktop/websites/citylinegroup/citylinegroup.com.tr/ru/serenity_residence.html	(from http://citylinegroup.com.tr/ru)
22:38:12	1048848/1048848	---M--	200	added ('OK')	image/jpeg	etag:%22100110-5bc39913fd1c0%22	http://citylinegroup.com.tr/sayfa/resim_cache/181-006cb5bb32f0704b1cbe719283a57f42_farkbilisim.com_2000X1335--a--.jpeg	/home/maks/Desktop/websites/citylinegroup/citylinegroup.com.tr/sayfa/resim_cache/181-006cb5bb32f0704b1cbe719283a57f42_farkbilisim.com_2000X1335--a--.jpg	(from http://citylinegroup.com.tr/ru)
22:38:18	24812/24812	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Apr%202021%2019:36:10%20GMT	http://citylinegroup.com.tr/ru/serenity_royal_beach.html	/home/maks/Desktop/websites/citylinegroup/citylinegroup.com.tr/ru/serenity_royal_beach.html	(from http://citylinegroup.com.tr/ru)
22:38:40	377813/377813	---M--	200	added ('OK')	image/jpeg	etag:%225c3d5-5a4256c2198af%22	http://citylinegroup.com.tr/sayfa/resim/301-a7e1dd0d68dbe3d36756b2a4d0d609cd.jpeg	/home/maks/Desktop/websites/citylinegroup/citylinegroup.com.tr/sayfa/resim/301-a7e1dd0d68dbe3d36756b2a4d0d609cd.jpg	(from http://citylinegroup.com.tr/ru)
22:38:41	18250/18250	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Apr%202021%2019:36:33%20GMT	http://citylinegroup.com.tr/ru/serenity_grand_kaptan.html	/home/maks/Desktop/websites/citylinegroup/citylinegroup.com.tr/ru/serenity_grand_kaptan.html	(from http://citylinegroup.com.tr/ru)
22:40:39	974509/974509	---M--	200	added ('OK')	image/jpeg	etag:%22edead-5bc286064f416%22	http://citylinegroup.com.tr/sayfa/resim/361-e5871e891fbc8d52c7c7213188b1c82c.jpeg	/home/maks/Desktop/websites/citylinegroup/citylinegroup.com.tr/sayfa/resim/361-e5871e891fbc8d52c7c7213188b1c82c.jpg	(from http://citylinegroup.com.tr/ru)
22:40:45	19702/19702	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Apr%202021%2019:38:37%20GMT	http://citylinegroup.com.tr/ru/city_street.html	/home/maks/Desktop/websites/citylinegroup/citylinegroup.com.tr/ru/city_street.html	(from http://citylinegroup.com.tr/ru)
22:41:00	1925271/1925271	---M--	200	added ('OK')	image/jpeg	etag:%221d6097-5bc399141c5c0%22	http://citylinegroup.com.tr/sayfa/resim_cache/181-51370c5c7ab5fc26bd2d669fc09c1da8_farkbilisim.com_2000X1333--a--.jpeg	/home/maks/Desktop/websites/citylinegroup/citylinegroup.com.tr/sayfa/resim_cache/181-51370c5c7ab5fc26bd2d669fc09c1da8_farkbilisim.com_2000X1333--a--.jpg	(from http://citylinegroup.com.tr/ru)
22:41:08	22651/22651	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Apr%202021%2019:38:59%20GMT	http://citylinegroup.com.tr/tr/serenity_residence.html	/home/maks/Desktop/websites/citylinegroup/citylinegroup.com.tr/tr/serenity_residence.html	(from http://citylinegroup.com.tr/ru)
22:41:14	19290/19290	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Apr%202021%2019:39:06%20GMT	http://citylinegroup.com.tr/tr/city_street.html	/home/maks/Desktop/websites/citylinegroup/citylinegroup.com.tr/tr/city_street.html	(from http://citylinegroup.com.tr/ru)
22:41:24	233239/233239	---M--	200	added ('OK')	image/jpeg	etag:%2238f17-5a70b1e637dcf%22	http://citylinegroup.com.tr/sayfa/upload/images/video_bg.jpg	/home/maks/Desktop/websites/citylinegroup/citylinegroup.com.tr/sayfa/upload/images/video_bg.jpg	(from http://citylinegroup.com.tr/ru)
22:41:33	37045/37045	---M--	200	added ('OK')	application/javascript	etag:%2290b5-5b2c05e764def%22	http://citylinegroup.com.tr/sayfa/files/js/bootstrap.min.js	/home/maks/Desktop/websites/citylinegroup/citylinegroup.com.tr/sayfa/files/js/bootstrap.min.js	(from http://citylinegroup.com.tr/ru)
22:41:38	97166/97166	---M--	200	added ('OK')	application/javascript	etag:%2217b8e-5b2c05e87360f%22	http://citylinegroup.com.tr/sayfa/files/js/jquery-1.12.4.min.js	/home/maks/Desktop/websites/citylinegroup/citylinegroup.com.tr/sayfa/files/js/jquery-1.12.4.min.js	(from http://citylinegroup.com.tr/ru)
22:41:45	20221/20221	---M--	200	added ('OK')	application/javascript	etag:%224efd-5b2c05e8ce717%22	http://citylinegroup.com.tr/sayfa/files/js/magnific-popup.min.js	/home/maks/Desktop/websites/citylinegroup/citylinegroup.com.tr/sayfa/files/js/magnific-popup.min.js	(from http://citylinegroup.com.tr/ru)
22:41:51	9040/9040	---M--	200	added ('OK')	application/javascript	etag:%222350-5b2c05e8cfe87%22	http://citylinegroup.com.tr/sayfa/files/js/waypoints.min.js	/home/maks/Desktop/websites/citylinegroup/citylinegroup.com.tr/sayfa/files/js/waypoints.min.js	(from http://citylinegroup.com.tr/ru)
22:41:55	1069/1069	---M--	200	added ('OK')	application/javascript	etag:%2242d-5b2c05e902337%22	http://citylinegroup.com.tr/sayfa/files/js/counterup.min.js	/home/maks/Desktop/websites/citylinegroup/citylinegroup.com.tr/sayfa/files/js/counterup.min.js	(from http://citylinegroup.com.tr/ru)
22:42:00	1261/1261	---M--	200	added ('OK')	application/javascript	etag:%224ed-5b2c05e91c917%22	http://citylinegroup.com.tr/sayfa/files/js/waypoints-sticky.min.js	/home/maks/Desktop/websites/citylinegroup/citylinegroup.com.tr/sayfa/files/js/waypoints-sticky.min.js	(from http://citylinegroup.com.tr/ru)
22:42:00	1419576/1419576	---M--	200	added ('OK')	image/jpeg	etag:%2215a938-5bc00c1507985%22	http://citylinegroup.com.tr/sayfa/resim/351-31d31e0a6d7985518f141c782cb40a7a.jpeg	/home/maks/Desktop/websites/citylinegroup/citylinegroup.com.tr/sayfa/resim/351-31d31e0a6d7985518f141c782cb40a7a.jpg	(from http://citylinegroup.com.tr/ru)
22:42:07	35307/35307	---M--	200	added ('OK')	application/javascript	etag:%2289eb-5b2c05e9a5c67%22	http://citylinegroup.com.tr/sayfa/files/js/isotope.pkgd.min.js	/home/maks/Desktop/websites/citylinegroup/citylinegroup.com.tr/sayfa/files/js/isotope.pkgd.min.js	(from http://citylinegroup.com.tr/ru)
22:42:16	1564283/1564283	---M--	200	added ('OK')	image/jpeg	etag:%2217de7b-5a7aa6f73271b%22	http://citylinegroup.com.tr/sayfa/resim/341-d7cb9479bea2302af6da93f9648b3926.jpeg	/home/maks/Desktop/websites/citylinegroup/citylinegroup.com.tr/sayfa/resim/341-d7cb9479bea2302af6da93f9648b3926.jpg	(from http://citylinegroup.com.tr/ru)
22:42:16	44342/44342	---M--	200	added ('OK')	application/javascript	etag:%22ad36-5ad9ddb3148f1%22	https://www.farkbilisim.com/web_api/fark/OwlCarousel2-2.3.4/dist/owl.carousel.min.js	/home/maks/Desktop/websites/citylinegroup/www.farkbilisim.com/web_api/fark/OwlCarousel2-2.3.4/dist/owl.carousel.min.js	(from http://citylinegroup.com.tr/ru)
22:42:23	1344/1344	---M--	200	added ('OK')	application/javascript	etag:%22540-5b2c05e99f6d7%22	http://citylinegroup.com.tr/sayfa/files/js/jquery.owl-filter.js	/home/maks/Desktop/websites/citylinegroup/citylinegroup.com.tr/sayfa/files/js/jquery.owl-filter.js	(from http://citylinegroup.com.tr/ru)
22:42:29	12598/12598	---M--	200	added ('OK')	application/javascript	etag:%223136-5b2c05e9ed4ef%22	http://citylinegroup.com.tr/sayfa/files/js/stellar.min.js	/home/maks/Desktop/websites/citylinegroup/citylinegroup.com.tr/sayfa/files/js/stellar.min.js	(from http://citylinegroup.com.tr/ru)
22:42:30	22649/22649	---M--	200	added ('OK')	application/javascript	etag:%225879-5ad9f81a9cbe9%22	http://citylinegroup.com.tr/sayfa/files/js/custom.js	/home/maks/Desktop/websites/citylinegroup/citylinegroup.com.tr/sayfa/files/js/custom.js	(from http://citylinegroup.com.tr/ru)
22:42:36	3239/3239	---M--	200	added ('OK')	application/javascript	etag:%22ca7-5b2c05ea07eb7%22	http://citylinegroup.com.tr/sayfa/files/js/shortcode.js	/home/maks/Desktop/websites/citylinegroup/citylinegroup.com.tr/sayfa/files/js/shortcode.js	(from http://citylinegroup.com.tr/ru)
22:42:48	64904/64904	---M--	200	added ('OK')	application/javascript	etag:%22fd88-5b2c05ea70e67%22	http://citylinegroup.com.tr/sayfa/files/plugins/revolution/revolution/js/jquery.themepunch.revolution.min.js	/home/maks/Desktop/websites/citylinegroup/citylinegroup.com.tr/sayfa/files/plugins/revolution/revolution/js/jquery.themepunch.revolution.min.js	(from http://citylinegroup.com.tr/ru)
22:42:48	3980/3980	---M--	200	added ('OK')	application/javascript	etag:%22f8c-5b2c05eae172f%22	http://citylinegroup.com.tr/sayfa/files/js/rev-script-1.js	/home/maks/Desktop/websites/citylinegroup/citylinegroup.com.tr/sayfa/files/js/rev-script-1.js	(from http://citylinegroup.com.tr/ru)
22:42:53	110564/110564	---M--	200	added ('OK')	application/javascript	etag:%221afe4-5b2c05ea89507%22	http://citylinegroup.com.tr/sayfa/files/plugins/revolution/revolution/js/jquery.themepunch.tools.min.js	/home/maks/Desktop/websites/citylinegroup/citylinegroup.com.tr/sayfa/files/plugins/revolution/revolution/js/jquery.themepunch.tools.min.js	(from http://citylinegroup.com.tr/ru)
22:42:55	194207/194207	---M--	200	added ('OK')	application/javascript	etag:%222f69f-5b2c05eb3e38f%22	http://citylinegroup.com.tr/sayfa/files/plugins/revolution/revolution/js/extensions/revolution-plugin.js	/home/maks/Desktop/websites/citylinegroup/citylinegroup.com.tr/sayfa/files/plugins/revolution/revolution/js/extensions/revolution-plugin.js	(from http://citylinegroup.com.tr/ru)
22:42:55	51/51	---MCZ	200	added ('OK')	text/plain	date:Sun,%2018%20Apr%202021%2019:42:53%20GMT	https://fonts.googleapis.com/robots.txt		(from http://citylinegroup.com.tr/ru)
22:43:01	0/0	---M--	302	error ('Found')	text/html	date:Sun,%2018%20Apr%202021%2019:40:53%20GMT	http://citylinegroup.com.tr/fark/resim.php?resim=181-006cb5bb32f0704b1cbe719283a57f42.jpeg&e=2000&b=1335&etiket=a&dil=4&wm=	/home/maks/Desktop/websites/citylinegroup/citylinegroup.com.tr/fark/resim.49b8fe.delayed	(from http://citylinegroup.com.tr/index.php?dil=4)
22:43:09	0/0	---M--	302	error ('Found')	text/html	date:Sun,%2018%20Apr%202021%2019:41:00%20GMT	http://citylinegroup.com.tr/fark/resim.php?resim=181-0321e462f256f9c387fd41cda24b31f5.jpeg&e=2000&b=1335&etiket=a&dil=4&wm=	/home/maks/Desktop/websites/citylinegroup/citylinegroup.com.tr/fark/resim.4bca55.delayed	(from http://citylinegroup.com.tr/index.php?dil=4)
22:43:13	0/0	---M--	302	error ('Found')	text/html	date:Sun,%2018%20Apr%202021%2019:41:04%20GMT	http://citylinegroup.com.tr/fark/resim.php?resim=181-51370c5c7ab5fc26bd2d669fc09c1da8.jpeg&e=2000&b=1333&etiket=a&dil=4&wm=	/home/maks/Desktop/websites/citylinegroup/citylinegroup.com.tr/fark/resim.4d9f46.delayed	(from http://citylinegroup.com.tr/index.php?dil=4)
22:45:27	1048848/1048848	---M--	200	added ('OK')	image/jpeg	etag:%22100110-5bec6fe1d5550%22	http://citylinegroup.com.tr/sayfa/resim_cache/181-006cb5bb32f0704b1cbe719283a57f42_farkbilisim.com_2000X1335--a-4-.jpeg	/home/maks/Desktop/websites/citylinegroup/citylinegroup.com.tr/sayfa/resim_cache/181-006cb5bb32f0704b1cbe719283a57f42_farkbilisim.com_2000X1335--a-4-.jpg	(from http://citylinegroup.com.tr/index.php?dil=4)
22:45:28	45006/45006	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Apr%202021%2019:43:20%20GMT	http://citylinegroup.com.tr/ru/ru/serenity_grand_kaptan.html	/home/maks/Desktop/websites/citylinegroup/citylinegroup.com.tr/ru/ru/serenity_grand_kaptan.html	(from http://citylinegroup.com.tr/ru/hakkimizda.html)
22:45:30	45006/45006	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Apr%202021%2019:43:21%20GMT	http://citylinegroup.com.tr/ru/ru/serenity_royal_beach.html	/home/maks/Desktop/websites/citylinegroup/citylinegroup.com.tr/ru/ru/serenity_royal_beach.html	(from http://citylinegroup.com.tr/ru/hakkimizda.html)
